id,area,page,feature,story,expected,evidence,test_via,status,error_found,fix_ref,notes
CORE-021,API core,GET /health/deep,Deep dependency health with optional token gate,"As an operator, I want per-dependency probes (Postgres, Redis, worker heartbeat age, queue depth, object store) so I can diagnose exactly what is degraded.","When DEEP_HEALTH_TOKEN is set (or PRODUCTION_DEEP_HEALTH_AUTH_REQUIRED=1), a missing/wrong X-CadVerify-Health-Token returns 404 'Not found' (hides the endpoint, not 401). Otherwise 200/503 with checks.postgres{ok,error}, checks.redis{ok,expected,configured,error}, checks.worker{state: ok|stale|unknown|unavailable, heartbeat_age_seconds, stale_threshold_seconds}, checks.queue{depth,name}, checks.object_store{ok,expected,backend}; 503 when Postgres down, expected Redis unreachable (strict), strict worker not ok, or expected object store failing healthcheck. Worker state is never fabricated 'ok' without a fresh heartbeat.",backend/src/api/health.py:157-317,API,TESTED-PASS,,,"DEEP_HEALTH_TOKEN unset -> endpoint open as expected: 200 without token and also with a wrong X-CadVerify-Health-Token (gate only applies when token configured). Body has all documented fields: checks.postgres{ok,error}, checks.redis{ok,expected,configured,error}, checks.worker{state:'ok', heartbeat_age_seconds:0, stale_threshold_seconds:90}, checks.queue{depth:0,name:'arq:queue'}, checks.object_store{ok:false,expected:false,backend:'local'} — object_store failing but not expected correctly does not gate status. Token-gated 404 path untestable here."
CORE-022,API core,ALL routes (error envelope),Structured error responses with stable codes,"As an API consumer, I want every error to carry a stable machine-readable code, message, and doc_url so I can handle failures programmatically.","Any HTTPException is wrapped as {code, message, doc_url[, detail]} using the stable map (400 BAD_REQUEST, 401 UNAUTHORIZED, 403 FORBIDDEN, 404 NOT_FOUND, 409 CONFLICT, 413 FILE_TOO_LARGE, 422 VALIDATION_ERROR, 429 RATE_LIMITED, 501 NOT_IMPLEMENTED, 503 SERVICE_UNAVAILABLE, 504 ANALYSIS_TIMEOUT). A detail dict already containing 'code' (e.g. GEOMETRY_INVALID, SAM3D_ENQUEUE_FAILED) passes through unchanged with original headers; Pydantic validation failures return 422 VALIDATION_ERROR.",backend/src/api/errors.py:15-79,API,TESTED-PASS,,,"Observed envelope {code,message,doc_url} on every error: BAD_REQUEST (400s), NOT_FOUND (unknown route + unknown resources), FILE_TOO_LARGE (demo 413), VALIDATION_ERROR (Pydantic 422s incl. extra_forbidden and int_parsing), NOT_IMPLEMENTED (gmsh 501). Detail-dicts with own code pass through unchanged: GEOMETRY_INVALID, DIRECT_UPLOAD_* family, auth_missing (401), insufficient_role (403). 429 RATE_LIMITED and 409/503/504 codes not triggered (deliberately stayed under rate limits)."
DOCS-001,Docs,/docs,Docs compatibility redirect,"As a holder of an old docs link, I want /docs to forward me so that I land on the current API quickstart.",/docs unconditionally issues a Next.js redirect to /developers; no content is rendered at /docs itself.,/home/user/cadverify/frontend/src/app/docs/page.tsx,UI,TESTED-PASS,,,curl confirms 307 redirect /docs -> /developers; browser lands on /developers.
ID-001,API identity,POST /api/v1/identity/confirm,Confirm part identity,"As an analyst, I confirm/correct a part's declared identity so future retrievals carry a human assertion instead of a guess.","Analyst role required; upserts declared_part_id/name/program onto the (org, mesh_hash) corpus row with source='user_confirmed' and emits identity.confirm audit event. 400 if caller has no org, mesh_hash blank, or no declared field supplied; 404 if the mesh has no corpus row in the caller's org (incl. another org's part — never a cross-tenant write, never a fabricated signature). Rate-limited 120/hour.",backend/src/api/identity.py:66-128,API,TESTED-PASS,,,"Confirm upserts declared fields, source=user_confirmed/provenance USER (200); 400 no declared field; 400 blank mesh_hash; 404 unknown mesh; 404 cross-tenant confirm from second org (no write); identity.confirm audit event present; platform-viewer caller got 403 (analyst gate). Corpus row is created by POST /validate (not /validate/cost); no-org 400 branch untestable (signup always creates an org)."
ID-002,API identity,POST /api/v1/identity/library/onboard,Bulk parts-master onboarding,"As an analyst, I bulk-upload my org's CAD library (files or ZIP) with an identity mapping so the corpus has real declared identities on day one.","Analyst role + kill-switch open required; 403 if no org. Accepts multipart files and/or ZIP plus optional CSV/JSON mapping; 400 if no files, 413 if >512MB (env PARTS_MASTER_MAX_MB) or over ONBOARD_MAX_FILES cap, 400 if mapping is not UTF-8. Returns honest summary {onboarded, skipped:[{filename,reason}], mapping_errors, library_size} — unparseable files are skipped, never abort the batch; missing names onboard bare geometry with no guessing. Rate-limited 20/hour.",backend/src/api/identity.py:207-300,API,TESTED-PASS,,,"Multipart onboard: 2 onboarded with CSV mapping (manifest_registered=2), qa-fake.stl honestly skipped with reason, batch not aborted; ZIP form onboarded 2 unnamed (bare geometry, no guessing); 400 no files; 400 non-UTF-8 mapping; honest summary shape {onboarded,skipped,mapping_errors,library_size}. 413 >512MB and >2000-file cap not exercised (impractical payload sizes); analyst gate verified via shared require_role."
ID-003,API identity,GET /api/v1/identity/library + GET /api/v1/identity/library/template,Library view + mapping template,"As a viewer, I see my org's identity-corpus size and recent entries, and download the mapping CSV contract.","Viewer role required. GET /library returns {library_size, recent:[...]} org-scoped with declared identity only (raw signature vector never emitted); 403 if caller has no org. GET /library/template returns text/csv with header 'filename' (required) + optional part_id/name/program/material_class and needs no org.",backend/src/api/identity.py:303-338,API,TESTED-PASS,,,"GET /library org-scoped {library_size,recent[]} with declared identity only - no signature vector emitted; org B never sees org A rows. /library/template returns text/csv with header filename,part_id,name,program,material_class. Viewer-role caller allowed (200 as platform viewer). No-org 403 branch untestable (every account has an org)."
ID-004,API orgs,POST /api/v1/orgs,Create organization,"As an analyst, I create a named org and become its admin.","Analyst role + kill-switch open required; 201 with {org_id, name, slug, org_role:'admin'}; caller's active org is NOT auto-switched. 400 for empty name or name >200 chars. Emits org.created audit event.",backend/src/api/org_routes.py:145-162; src/services/org_service.py:143-145,API,TESTED-PASS,,,"201 {org_id,name,slug,org_role:admin}; active org NOT switched (list still showed personal org active); 400 empty name; 400 name>200; org.created audit event present; platform-viewer got 403 (analyst gate)."
ID-005,API orgs,GET /api/v1/orgs,List my orgs,"As a viewer, I list every org I belong to and see which is active.",Viewer role required; returns caller's memberships with the active org flagged; no cross-user data.,backend/src/api/org_routes.py:165-174,API,TESTED-PASS,,,Returns only caller's memberships with is_active flag on the active org; second user's list shows only their own orgs.
ID-006,API orgs,POST /api/v1/orgs/switch,Switch active org,"As a member with a dashboard session, I switch my active org.",Viewer role + kill-switch open; org-bound API keys are refused with 403 {code:'api_key_org_bound'} — only dashboard sessions may switch (keys are permanently org-bound). 403 'not a member of that organization' when switching to an org without membership. Emits org.switched.,backend/src/api/org_routes.py:177-214; src/services/org_service.py:544,API,TESTED-PASS,,,API key switch refused 403 {code:api_key_org_bound}; dashboard session switch to member org 200; switch to non-member org 403 'not a member'; org.switched audit events present.
ID-007,API orgs,GET/POST /api/v1/orgs/saml/group-mappings + DELETE /api/v1/orgs/saml/group-mappings/{id},SAML JIT group-role mappings,"As an org admin, I manage SAML group-to-role mappings for JIT provisioning in my org.","Org-admin role required (mutations kill-switch gated); mappings are strictly org-scoped — list returns only caller-org rows, delete of another org's mapping fails. POST returns 201 with serialized mapping; both mutations emit saml.group_mapping.* audit events.",backend/src/api/org_routes.py:218-297,API,TESTED-PASS,,,POST 201 serialized mapping (invalid role 400 with allowed list admin/member/viewer); list strictly org-scoped (org B sees []); DELETE of org A mapping via org B admin key = 404; delete in own org works; saml.group_mapping.created/deleted audit events present.
ID-008,API orgs,POST /api/v1/orgs/invites + GET /api/v1/orgs/invites,Create/list invites,"As an org admin, I invite an email at a role and review my org's invites.","Org-admin required; invited role may not exceed the inviter's (403). POST returns 201 with the one-time accept_link exactly once (token stored only as hash, never persisted raw) and emailed flag; email send is best-effort — missing RESEND config or send failure never breaks invite creation. GET lists org invites (pending/accepted/expired/revoked) with no tokens. Invite creation rate-limited 20/hour.",backend/src/api/org_routes.py:301-353,API,TESTED-PASS,,,"POST 201 with one-time accept_link + emailed:false (no RESEND config, creation unaffected - best-effort confirmed); invalid role 400; GET lists invites with statuses and NO tokens; 21st create in an hour rate-limited 429 (20/hour). Role-exceeds-inviter 403 branch unreachable in practice (only org admins - top role - can invite)."
ID-009,API orgs,POST /api/v1/orgs/invites/accept,Accept invite,"As an invited user, I redeem the one-time token to join the org at the invited role.","Any authed user (viewer+), kill-switch gated; token is hash-compared and single-use. 400 empty token; 404 unknown/used token; 409 revoked, already-used, or expired; 403 if the invite was issued to a different account/email. Accepting never escalates an existing member's role; returns {org_id, org_role, created} and emits member.joined only when a membership is created.",backend/src/api/org_routes.py:356-385; src/services/org_service.py:356-421,API,TESTED-PASS,,,"400 empty token; 404 unknown token; 403 when a different account redeems ('issued to a different account'); correct account joins with {org_id,org_role,created:true}; re-accept 409 'already been used'; revoked token 409; member.joined audit event present."
ID-010,API orgs,DELETE /api/v1/orgs/invites/{invite_id},Revoke invite,"As an org admin, I revoke a pending invite so the link stops working.","Org-admin required, kill-switch gated, org-scoped: 404 if the invite is absent (or belongs to another org), 409 if already accepted; returns the serialized invite with revoked state.",backend/src/api/org_routes.py:388-401; src/services/org_service.py:331-333,API,TESTED-PASS,,,Revoke from another org's admin = 404 (org-scoped); own-org revoke returns invite with status revoked + revoked_at; accepting revoked token 409; revoking accepted invite 409; unknown id 404.
ID-011,API orgs,GET /api/v1/orgs/members,List org members,"As any org member (viewer+), I see my org's members and their org roles.",Org viewer role required; returns only the caller's active org's members — no cross-org leakage; 403 if the caller has no org.,backend/src/api/org_routes.py:405-415,API,TESTED-PASS,,,Org member (viewer) sees active-org member list; results strictly bounded to caller's active org (org B list contains only org B's member); no cross-org leakage.
